line_item_id,invoice_id,description,timekeeper_name,timekeeper_title,hours,rate,amount,is_flagged
1,1,Client Meeting - Litigation,Bob Smith,Partner,7.288985203102523,550.0,4008.9418617063875,False
2,1,Drafting - Litigation,John Smith,Paralegal,4.5535462655807235,220.0,1001.7801784277592,False
3,1,Drafting - Litigation,John Williams,Paralegal,0.6183809094355787,220.0,136.0438000758273,False
4,1,Client Meeting - Litigation,Bob Smith,Associate,0.5418196470939408,330.0,178.80048354100046,False
5,1,Drafting - Litigation,Alice Williams,Associate,1.3547696775069564,330.0,447.0739935772956,False
6,1,Court Appearance - Litigation,John Brown,Paralegal,1.1190452763623528,220.0,246.18996079971762,False
7,1,Court Appearance - Litigation,John Smith,Partner,6.648346849886615,550.0,3656.5907674376385,False
8,1,Court Appearance - Litigation,Bob Williams,Partner,5.34674688850441,550.0,2940.7107886774256,False
9,1,Court Appearance - Litigation,Alice Johnson,Paralegal,6.451795347078487,220.0,1419.394976357267,False
10,1,Client Meeting - Litigation,John Brown,Associate,6.9824144714599266,330.0,2304.196775581776,False
11,2,Drafting - Patent Filing,Jane Smith,Senior Associate,48.81356413257606,480.0,23430.51078363651,True
12,2,Document Review - Patent Filing,John Williams,Partner,4.385989354340535,600.0,2631.593612604321,False
13,2,Research - Patent Filing,Jane Johnson,Partner,6.869664532182263,600.0,4121.798719309358,False
14,2,Research - Patent Filing,Jane Smith,Senior Associate,3.359146143557509,480.0,1612.3901489076043,False
15,2,Document Review - Patent Filing,Jane Johnson,Paralegal,1.8813125210064472,240.0,451.51500504154734,False
16,2,Court Appearance - Patent Filing,Bob Johnson,Paralegal,1.4209042458539596,240.0,341.01701900495027,False
17,2,Client Meeting - Patent Filing,John Brown,Partner,7.278701647716227,600.0,4367.220988629736,False
18,3,Document Review - Patent Filing,Jane Brown,Partner,5.243201971472389,450.0,2359.440887162575,False
19,3,Research - Patent Filing,Jane Williams,Partner,5.829284084624824,450.0,2623.1778380811706,False
20,3,Research - Patent Filing,John Smith,Senior Associate,2.22515983272548,360.0,801.0575397811727,False
