line_item_id,invoice_id,description,timekeeper_name,timekeeper_title,hours,rate,amount,is_flagged
1,1,Client Meeting - Contract Review,John Johnson,Partner,4.599933383220884,450.0,2069.970022449398,False
2,1,Court Appearance - Contract Review,Jane Williams,Partner,1.340186949051759,450.0,603.0841270732916,False
3,1,Client Meeting - Contract Review,Bob Smith,Paralegal,1.9156138106277103,180.0,344.8104859129879,False
4,1,Document Review - Contract Review,Alice Brown,Partner,7.395717857524836,450.0,3328.0730358861765,False
5,2,Client Meeting - Litigation,Jane Williams,Senior Associate,3.284630356401228,440.0,1445.2373568165403,False
6,2,Client Meeting - Litigation,John Smith,Partner,2.436979281813609,550.0,1340.338604997485,False
7,2,Client Meeting - Litigation,Jane Williams,Senior Associate,3.895723735325518,440.0,1714.1184435432278,False
8,2,Research - Litigation,John Williams,Paralegal,7.196100430560418,220.0,1583.1420947232918,False
9,2,Client Meeting - Litigation,John Williams,Senior Associate,42.89300931444987,440.0,18872.924098357944,True
10,2,Court Appearance - Litigation,John Brown,Associate,5.702161796391042,330.0,1881.7133928090439,False
11,2,Research - Litigation,John Williams,Senior Associate,1.8524445220689851,440.0,815.0755897103535,False
12,2,Court Appearance - Litigation,Alice Johnson,Associate,5.162424472869333,330.0,1703.6000760468798,False
13,3,Client Meeting - Regulatory Compliance,Jane Williams,Partner,0.7128495021501425,400.0,285.139800860057,False
14,3,Client Meeting - Regulatory Compliance,Jane Williams,Partner,6.942306056315142,400.0,2776.922422526057,False
15,3,Drafting - Regulatory Compliance,Alice Smith,Senior Associate,6.350893065118905,320.0,2032.2857808380495,False
16,3,Document Review - Regulatory Compliance,John Brown,Senior Associate,4.294791674639321,320.0,1374.3333358845828,False
17,3,Research - Regulatory Compliance,John Williams,Associate,6.327754317068326,240.0,1518.6610360963982,False
18,3,Research - Regulatory Compliance,Alice Smith,Partner,1.7589354316052779,400.0,703.5741726421112,False
19,3,Research - Regulatory Compliance,Alice Smith,Senior Associate,6.986237840568032,320.0,2235.59610898177,False
20,3,Court Appearance - Regulatory Compliance,Jane Johnson,Senior Associate,0.5187044093384512,320.0,165.98541098830438,False
21,3,Client Meeting - Regulatory Compliance,Bob Smith,Associate,4.766836605100932,240.0,1144.0407852242236,False
22,3,Drafting - Regulatory Compliance,Alice Johnson,Paralegal,1.0033529152080067,160.0,160.53646643328108,False
23,4,Drafting - Litigation,John Johnson,Associate,5.665871649517911,330.0,1869.7376443409105,False
24,4,Drafting - Litigation,Alice Williams,Senior Associate,1.4052687742053265,440.0,618.3182606503436,False
25,4,Research - Litigation,John Smith,Senior Associate,7.879309667192133,440.0,3466.8962535645383,False
26,5,Client Meeting - M&A,Alice Brown,Paralegal,6.416699128985557,160.0,1026.6718606376892,False
27,5,Research - M&A,Bob Brown,Associate,7.44901909370921,240.0,1787.7645824902104,False
28,5,Court Appearance - M&A,Alice Williams,Paralegal,6.9117522218260055,160.0,1105.8803554921608,False
29,5,Court Appearance - M&A,Alice Williams,Senior Associate,1.2088921872511582,320.0,386.8454999203706,False
30,5,Document Review - M&A,Bob Brown,Partner,4.226475259264289,400.0,1690.5901037057156,False
31,5,Court Appearance - M&A,Bob Williams,Associate,3.5860253761034993,240.0,860.6460902648398,False
32,5,Drafting - M&A,Jane Johnson,Associate,6.101842516551614,240.0,1464.4422039723875,False
33,5,Drafting - M&A,Alice Johnson,Paralegal,3.6315393013686004,160.0,581.0462882189761,False
34,6,Document Review - Contract Review,John Johnson,Associate,3.7076183747406053,300.0,1112.2855124221817,False
35,6,Research - Contract Review,Alice Smith,Partner,1.2287674611977548,500.0,614.3837305988774,False
36,6,Client Meeting - Contract Review,Alice Johnson,Partner,7.896828909989579,500.0,3948.4144549947896,False
37,6,Research - Contract Review,John Johnson,Associate,1.9588649503301478,300.0,587.6594850990443,False
38,6,Drafting - Contract Review,John Williams,Senior Associate,6.214328292058473,400.0,2485.731316823389,False
39,7,Court Appearance - Contract Review,Alice Brown,Partner,1.635072235281263,550.0,899.2897294046946,False
40,7,Client Meeting - Contract Review,Jane Johnson,Associate,6.853898029141254,330.0,2261.7863496166137,False
41,7,Document Review - Contract Review,Jane Williams,Partner,7.0080489776623835,550.0,3854.426937714311,False
42,7,Court Appearance - Contract Review,Bob Brown,Partner,1.9824405775909542,550.0,1090.3423176750248,False
43,7,Court Appearance - Contract Review,John Williams,Paralegal,27.39781024119784,220.0,6027.518253063525,True
44,7,Court Appearance - Contract Review,Alice Smith,Senior Associate,3.8253995514546504,440.0,1683.1758026400462,False
45,7,Drafting - Contract Review,Bob Williams,Paralegal,7.843847588280304,220.0,1725.6464694216668,False
46,8,Drafting - Litigation,Bob Williams,Partner,6.4786307278799375,500.0,3239.315363939969,False
47,8,Research - Litigation,Alice Smith,Paralegal,7.47976228873049,200.0,1495.952457746098,False
48,8,Research - Litigation,Jane Williams,Partner,6.295044171561524,500.0,3147.522085780762,False
49,8,Research - Litigation,Alice Brown,Senior Associate,6.7806760810273605,400.0,2712.270432410944,False
50,8,Research - Litigation,Jane Williams,Senior Associate,6.696166967958996,400.0,2678.4667871835986,False
51,8,Client Meeting - Litigation,Alice Smith,Partner,7.887986011172226,500.0,3943.993005586113,False
52,8,Court Appearance - Litigation,Bob Williams,Partner,7.128002677517803,500.0,3564.0013387589015,False
53,8,Research - Litigation,Jane Williams,Senior Associate,1.7450788644956026,400.0,698.031545798241,False
54,8,Document Review - Litigation,John Johnson,Associate,2.7178494776059092,300.0,815.3548432817728,False
55,8,Document Review - Litigation,Bob Johnson,Associate,3.447860837644992,300.0,1034.3582512934977,False
56,9,Court Appearance - Contract Review,Jane Johnson,Partner,2.2023384761189426,600.0,1321.4030856713655,False
57,9,Document Review - Contract Review,Bob Williams,Associate,2.184843756117046,360.0,786.5437522021366,False
58,9,Drafting - Contract Review,Bob Brown,Paralegal,6.067006210636994,240.0,1456.0814905528787,False
59,9,Drafting - Contract Review,Bob Williams,Paralegal,6.725789272318692,240.0,1614.189425356486,False
60,10,Drafting - Contract Review,Bob Johnson,Partner,4.570887932938801,600.0,2742.5327597632804,False
61,10,Research - Contract Review,Alice Johnson,Partner,6.972180572469538,600.0,4183.308343481723,False
62,10,Court Appearance - Contract Review,Jane Smith,Paralegal,5.264775615427423,240.0,1263.5461477025815,False
63,10,Court Appearance - Contract Review,Bob Johnson,Senior Associate,3.6277675443810447,480.0,1741.3284213029015,False
64,10,Client Meeting - Contract Review,Jane Williams,Senior Associate,2.2356941746590313,480.0,1073.133203836335,False
65,10,Document Review - Contract Review,John Brown,Senior Associate,3.5598884792959464,480.0,1708.7464700620542,False
66,10,Research - Contract Review,Jane Johnson,Paralegal,3.0343905547188728,240.0,728.2537331325294,False
67,10,Client Meeting - Contract Review,Jane Smith,Senior Associate,0.595636957224082,480.0,285.9057394675594,False
68,10,Court Appearance - Contract Review,John Smith,Associate,4.877410219801892,360.0,1755.867679128681,False
69,11,Research - Litigation,Jane Johnson,Partner,6.21957043443786,450.0,2798.806695497037,False
70,11,Document Review - Litigation,Jane Johnson,Partner,3.0921269460665655,450.0,1391.4571257299544,False
71,11,Document Review - Litigation,Bob Brown,Senior Associate,5.574281108285818,360.0,2006.7411989828943,False
72,11,Client Meeting - Litigation,Bob Smith,Senior Associate,1.1300583082263678,360.0,406.8209909614924,False
73,11,Drafting - Litigation,Bob Smith,Paralegal,6.2273189639637,180.0,1120.917413513466,False
74,11,Drafting - Litigation,Jane Brown,Senior Associate,4.629127611386212,360.0,1666.4859400990365,False
75,11,Client Meeting - Litigation,Alice Brown,Partner,5.101316128894211,450.0,2295.592258002395,False
76,11,Document Review - Litigation,Bob Brown,Senior Associate,4.848521127038178,360.0,1745.467605733744,False
77,11,Court Appearance - Litigation,Jane Williams,Senior Associate,0.8770714491694993,360.0,315.74572170101976,False
78,12,Research - Patent Filing,Alice Williams,Partner,7.248953579258349,500.0,3624.4767896291746,False
79,12,Document Review - Patent Filing,Alice Johnson,Associate,6.697201870495951,300.0,2009.1605611487853,False
80,12,Document Review - Patent Filing,John Williams,Paralegal,7.145879434552692,200.0,1429.1758869105386,False
81,12,Drafting - Patent Filing,Jane Smith,Senior Associate,6.895892658216083,400.0,2758.3570632864335,False
82,12,Research - Patent Filing,Jane Smith,Partner,1.5833841400396607,500.0,791.6920700198303,False
83,12,Document Review - Patent Filing,John Smith,Associate,4.935051431746132,300.0,1480.5154295238394,False
84,12,Drafting - Patent Filing,Jane Johnson,Paralegal,2.8829194038817714,200.0,576.5838807763542,False
85,13,Research - Litigation,Alice Smith,Senior Associate,6.305735971189665,360.0,2270.0649496282795,False
86,13,Document Review - Litigation,Jane Brown,Partner,3.969952167349238,450.0,1786.4784753071572,False
87,13,Drafting - Litigation,Alice Johnson,Senior Associate,1.8822377874094738,360.0,677.6056034674106,False
88,13,Document Review - Litigation,Alice Brown,Associate,1.3546350146064223,270.0,365.751453943734,False
89,13,Client Meeting - Litigation,Jane Johnson,Associate,6.412485431732103,270.0,1731.3710665676676,False
90,13,Research - Litigation,Alice Smith,Associate,7.096360906235135,270.0,1916.0174446834865,False
91,13,Research - Litigation,Bob Smith,Partner,3.940711361794047,450.0,1773.3201128073213,False
92,13,Court Appearance - Litigation,Jane Johnson,Associate,1.4953531429074944,270.0,403.7453485850235,False
93,13,Court Appearance - Litigation,John Johnson,Associate,5.9063978153877486,270.0,1594.727410154692,False
94,14,Client Meeting - Litigation,Jane Brown,Associate,3.869836126730989,330.0,1277.0459218212263,False
95,14,Court Appearance - Litigation,Jane Williams,Partner,6.264024317153315,550.0,3445.213374434323,False
96,14,Drafting - Litigation,John Smith,Senior Associate,1.5334989645604795,440.0,674.739544406611,False
97,15,Document Review - Regulatory Compliance,Alice Smith,Associate,3.03150238424044,330.0,1000.3957867993452,False
98,15,Research - Regulatory Compliance,Alice Williams,Partner,7.742080799863416,550.0,4258.1444399248785,False
99,15,Document Review - Regulatory Compliance,John Smith,Associate,1.9744479937609514,330.0,651.5678379411139,False
100,15,Client Meeting - Regulatory Compliance,John Johnson,Partner,7.702026936904252,550.0,4236.114815297338,False
101,15,Court Appearance - Regulatory Compliance,Alice Williams,Associate,7.182702942687508,330.0,2370.2919710868778,False
102,15,Client Meeting - Regulatory Compliance,John Smith,Partner,3.0778703987629794,550.0,1692.8287193196386,False
103,15,Client Meeting - Regulatory Compliance,John Williams,Senior Associate,1.644739284309255,440.0,723.6852850960722,False
104,15,Drafting - Regulatory Compliance,John Johnson,Associate,5.506482728298246,330.0,1817.1393003384212,False
105,16,Client Meeting - M&A,Jane Johnson,Senior Associate,2.4579597614030755,480.0,1179.8206854734763,False
106,16,Research - M&A,John Williams,Partner,1.8836341096134768,600.0,1130.1804657680862,False
107,16,Client Meeting - M&A,Alice Johnson,Senior Associate,6.596950651940535,480.0,3166.536312931457,False
108,16,Client Meeting - M&A,Alice Johnson,Senior Associate,6.089289044012559,480.0,2922.8587411260282,False
109,16,Research - M&A,Jane Smith,Senior Associate,4.1770201588479,480.0,2004.9696762469919,False
110,16,Research - M&A,Jane Johnson,Associate,2.9383820393202047,360.0,1057.8175341552737,False
111,16,Drafting - M&A,John Brown,Partner,1.276604120477784,600.0,765.9624722866704,False
112,16,Document Review - M&A,Bob Smith,Partner,2.308593792950007,600.0,1385.1562757700042,False
113,17,Research - Contract Review,Bob Johnson,Senior Associate,6.288652234952431,400.0,2515.4608939809723,False
114,17,Client Meeting - Contract Review,John Brown,Senior Associate,4.157822318614338,400.0,1663.1289274457351,False
115,17,Document Review - Contract Review,Jane Williams,Partner,1.9786979340014985,500.0,989.3489670007492,False
116,17,Client Meeting - Contract Review,Jane Johnson,Paralegal,6.895406954100872,200.0,1379.0813908201744,False
117,18,Drafting - Litigation,Alice Williams,Partner,2.975656168251262,450.0,1339.045275713068,False
118,18,Drafting - Litigation,Bob Johnson,Paralegal,3.120727113326395,180.0,561.7308803987511,False
119,18,Court Appearance - Litigation,Jane Smith,Associate,6.543858575158127,270.0,1766.8418152926943,False
120,19,Document Review - M&A,John Smith,Partner,4.906422165317578,550.0,2698.532190924668,False
121,19,Drafting - M&A,Jane Smith,Paralegal,3.9347345310884863,220.0,865.641596839467,False
122,19,Drafting - M&A,Alice Brown,Senior Associate,5.378043676284255,440.0,2366.3392175650724,False
123,19,Court Appearance - M&A,Alice Williams,Associate,35.124000525273196,330.0,11590.920173340155,True
124,19,Court Appearance - M&A,Jane Brown,Paralegal,5.181731365875131,220.0,1139.980900492529,False
125,20,Research - Contract Review,Jane Smith,Partner,7.884876855358263,400.0,3153.950742143305,False
126,20,Client Meeting - Contract Review,Alice Johnson,Partner,38.27316812808655,400.0,15309.267251234622,True
127,20,Client Meeting - Contract Review,Jane Brown,Associate,0.5706728193338115,240.0,136.96147664011477,False
128,20,Client Meeting - Contract Review,Bob Williams,Associate,5.206137163217317,240.0,1249.472919172156,False
